Predio;I.D. Faena;Nå¡ Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;Nå¡ AutorizaciÌ?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;Nå¡ Aplica Periodo.;Nå¼ aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. TÌ©rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;ConcentraciÌ?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador TÌ©cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
Camino Truncado, Puente Alto y La Chimbera;76.044;1300;Uva;Flame;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;74,592;Litros;0,000;Hectareas;41,440;1,80;74,59;0,00;0,00;Total;14;0;Camino Truncado;56;56;1,80;23/12/2025;23:00:00;24/12/2025;08:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;1.044,290;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.045;1300;Uva;Flame;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;33,152;Litros;0,000;Hectareas;41,440;0,80;33,15;0,00;0,00;Total;14;0;Camino Truncado;57;57;0,80;23/12/2025;23:00:00;24/12/2025;08:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;464,129;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.781;1197;Uva;Arizul;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;11;0;Camino Truncado;18;18;2,10;24/12/2025;08:00:00;24/12/2025;17:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.235,531;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.782;1197;Uva;Arizul;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;69,524;Litros;0,000;Hectareas;53,480;1,30;69,52;0,00;0,00;Total;11;0;Camino Truncado;19;19;1,30;24/12/2025;08:00:00;24/12/2025;17:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;764,852;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.783;1197;Uva;Arizul;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,960;Litros;0,000;Hectareas;53,480;2,00;106,95;0,00;0,00;Total;11;0;Camino Truncado;52;52;2,00;24/12/2025;08:00:00;24/12/2025;17:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.176,696;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.784;1197;Uva;Arizul;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;58,828;Litros;0,000;Hectareas;53,480;1,10;58,82;0,00;0,00;Total;11;0;Camino Truncado;54;54;1,10;24/12/2025;08:00:00;24/12/2025;17:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;647,183;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.785;1197;Uva;Arizul;24/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;11;0;Camino Truncado;58;58;2,10;24/12/2025;08:00:00;24/12/2025;17:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.235,534;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.927;73927;Uva;Selma;24/12/2025;Envero/Cosecha;p-301;GALAN;;;;3,000;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;6;0;Puente Alto;1;1;4,68;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;214,554;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.927;73927;Uva;Selma;24/12/2025;Envero/Cosecha;p-113;ADHERENTE;;;;0,100;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;17;0;Puente Alto;1;1;4,68;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;17;10,720;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.927;73927;Uva;Selma;24/12/2025;Envero/Cosecha;p-109;ACIDO-FOSFORICO;;;;0,100;Litros;0,000;x 100Lts;0,000;4,68;0,00;0,00;0,00;Total;17;0;Puente Alto;1;1;4,68;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;17;10,720;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.928;73928;Uva;Flame;24/12/2025;Envero/Cosecha;p-301;GALAN;;;;3,000;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;4;0;Puente Alto;2;2;5,13;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;206,314;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.928;73928;Uva;Flame;24/12/2025;Envero/Cosecha;p-113;ADHERENTE;;;;0,100;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;16;0;Puente Alto;2;2;5,13;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;8,123;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.928;73928;Uva;Flame;24/12/2025;Envero/Cosecha;p-109;ACIDO-FOSFORICO;;;;0,100;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;16;0;Puente Alto;2;2;5,13;24/12/2025;06:00:00;24/12/2025;02:00:00;0;0;0;25/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;8,123;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.791;1199;Uva;Arizul;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;130,240;Litros;0,000;Hectareas;40,700;3,20;130,24;0,00;0,00;Total;9;0;Camino Truncado;17;17;3,20;23/12/2025;08:00:00;23/12/2025;17:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.172,187;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.792;1199;Uva;Flame;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;122,100;Litros;0,000;Hectareas;40,700;3,00;122,10;0,00;0,00;Total;9;0;Camino Truncado;4;4;3,00;23/12/2025;08:00:00;23/12/2025;17:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.098,923;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.793;1199;Uva;Arizul;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;97,680;Litros;0,000;Hectareas;40,700;2,40;97,68;0,00;0,00;Total;9;0;Camino Truncado;8;8;2,40;23/12/2025;08:00:00;23/12/2025;17:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;879,139;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.794;1199;Uva;Sultanina;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;109,890;Litros;0,000;Hectareas;40,700;2,70;109,89;0,00;0,00;Total;9;0;Camino Truncado;9;9;2,70;23/12/2025;08:00:00;23/12/2025;17:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;989,031;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.395;1256;Uva;Arizul;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;279,026;Litros;0,000;Hectareas;120,270;2,32;279,02;0,00;0,00;Total;4;0;Puente Alto;5;5;2,32;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;1.157,668;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.396;1256;Uva;Arizul;23/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;420,945;Litros;0,000;Hectareas;120,270;3,50;420,94;0,00;0,00;Total;4;0;Puente Alto;6;6;3,50;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;1.742,979;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.148;;;Flame;23/12/2025;;p-149;Roundup Top;;;;6,000;Litros;0,000;Hectareas;1,364;;;0,00;0,00;Total;1;0;La Chimbera;18;18;4,40;23/12/2025;06:00:00;23/12/2025;14:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;3;12,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.148;;;Flame;23/12/2025;;p-109;ACIDO-FOSFORICO;;;;0,180;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;4;0;La Chimbera;18;18;4,40;23/12/2025;06:00:00;23/12/2025;14:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;14;7,230;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.148;;;Flame;23/12/2025;;p-113;ADHERENTE;;;;0,180;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;4;0;La Chimbera;18;18;4,40;23/12/2025;06:00:00;23/12/2025;14:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;14;7,230;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.026;1298;Uva;Fiesta;23/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;107,473;Litros;0,000;Hectareas;56,565;1,90;107,47;0,00;0,00;Total;16;0;Camino Truncado;10;10;1,90;22/12/2025;23:00:00;23/12/2025;08:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;1.719,429;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.027;1298;Uva;Fiesta;23/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;158,384;Litros;0,000;Hectareas;56,565;2,80;158,38;0,00;0,00;Total;16;0;Camino Truncado;22;22;2,80;22/12/2025;23:00:00;23/12/2025;08:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;2.533,936;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.028;1298;Uva;Fiesta;23/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;124,442;Litros;0,000;Hectareas;56,565;2,20;124,44;0,00;0,00;Total;16;0;Camino Truncado;53;53;2,20;22/12/2025;23:00:00;23/12/2025;08:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;1.990,934;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.029;1298;Uva;Fiesta;23/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;118,786;Litros;0,000;Hectareas;56,565;2,10;118,78;0,00;0,00;Total;16;0;Camino Truncado;55;55;2,10;22/12/2025;23:00:00;23/12/2025;08:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;1.900,437;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.03;1298;Uva;Fiesta;23/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;50,908;Litros;0,000;Hectareas;56,565;0,90;50,90;0,00;0,00;Total;16;0;Camino Truncado;59;59;0,90;22/12/2025;23:00:00;23/12/2025;08:00:00;0;0;0;24/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;16;814,473;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.776;1196;Uva;Arizul;22/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;10;0;Camino Truncado;18;18;2,10;22/12/2025;08:00:00;22/12/2025;17:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.123,223;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.777;1196;Uva;Arizul;22/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;69,524;Litros;0,000;Hectareas;53,480;1,30;69,52;0,00;0,00;Total;10;0;Camino Truncado;19;19;1,30;22/12/2025;08:00:00;22/12/2025;17:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;695,328;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.778;1196;Uva;Arizul;22/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,960;Litros;0,000;Hectareas;53,480;2,00;106,95;0,00;0,00;Total;10;0;Camino Truncado;52;52;2,00;22/12/2025;08:00:00;22/12/2025;17:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.069,736;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.779;1196;Uva;Arizul;22/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;58,828;Litros;0,000;Hectareas;53,480;1,10;58,82;0,00;0,00;Total;10;0;Camino Truncado;54;54;1,10;22/12/2025;08:00:00;22/12/2025;17:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;588,355;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.78;1196;Uva;Arizul;22/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;10;0;Camino Truncado;58;58;2,10;22/12/2025;08:00:00;22/12/2025;17:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.123,226;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.387;1254;Uva;Selma;22/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;481,619;Litros;0,000;Hectareas;102,910;4,68;481,61;0,00;0,00;Total;6;0;Puente Alto;1;1;4,68;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;2.888,166;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.388;1254;Uva;Selma;22/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;118,346;Litros;0,000;Hectareas;102,910;1,15;118,34;0,00;0,00;Total;6;0;Puente Alto;7;7;1,15;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;709,237;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.02;1297;Uva;Flame;22/12/2025;;p-152;NUTRI 1683 M;;;;62,160;Litros;0,000;Hectareas;41,440;1,50;62,15;0,00;0,00;Total;13;0;Camino Truncado;20;20;1,50;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;808,082;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.021;1297;Uva;Flame;22/12/2025;;p-152;NUTRI 1683 M;;;;107,744;Litros;0,000;Hectareas;41,440;2,60;107,74;0,00;0,00;Total;13;0;Camino Truncado;21;21;2,60;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.400,675;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.022;1297;Uva;Flame;22/12/2025;;p-152;NUTRI 1683 M;;;;58,016;Litros;0,000;Hectareas;41,440;1,40;58,01;0,00;0,00;Total;13;0;Camino Truncado;23;23;1,40;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;754,210;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.023;1297;Uva;Sultanina;22/12/2025;;p-152;NUTRI 1683 M;;;;124,320;Litros;0,000;Hectareas;41,440;3,00;124,31;0,00;0,00;Total;13;0;Camino Truncado;51;51;3,00;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.616,166;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.024;1297;Uva;Flame;22/12/2025;;p-152;NUTRI 1683 M;;;;74,592;Litros;0,000;Hectareas;41,440;1,80;74,59;0,00;0,00;Total;13;0;Camino Truncado;56;56;1,80;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;969,698;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.025;1297;Uva;Flame;22/12/2025;;p-152;NUTRI 1683 M;;;;33,152;Litros;0,000;Hectareas;41,440;0,80;33,15;0,00;0,00;Total;13;0;Camino Truncado;57;57;0,80;21/12/2025;23:00:00;22/12/2025;08:00:00;0;0;0;23/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;430,977;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.05;1146;Uva;Fiesta;21/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;107,463;Litros;0,000;Hectareas;56,560;1,90;107,46;0,00;0,00;Total;15;0;Camino Truncado;10;10;1,90;20/12/2025;23:00:00;21/12/2025;08:00:00;0;0;0;22/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;1.611,956;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.051;1146;Uva;Fiesta;21/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;158,369;Litros;0,000;Hectareas;56,560;2,80;158,36;0,00;0,00;Total;15;0;Camino Truncado;22;22;2,80;20/12/2025;23:00:00;21/12/2025;08:00:00;0;0;0;22/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;2.375,552;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.052;1146;Uva;Fiesta;21/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;124,432;Litros;0,000;Hectareas;56,560;2,20;124,43;0,00;0,00;Total;15;0;Camino Truncado;53;53;2,20;20/12/2025;23:00:00;21/12/2025;08:00:00;0;0;0;22/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;1.866,492;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.053;1146;Uva;Fiesta;21/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;118,776;Litros;0,000;Hectareas;56,560;2,10;118,77;0,00;0,00;Total;15;0;Camino Truncado;55;55;2,10;20/12/2025;23:00:00;21/12/2025;08:00:00;0;0;0;22/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;1.781,651;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.054;1146;Uva;Fiesta;21/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;50,904;Litros;0,000;Hectareas;56,560;0,90;50,90;0,00;0,00;Total;15;0;Camino Truncado;59;59;0,90;20/12/2025;23:00:00;21/12/2025;08:00:00;0;0;0;22/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;763,565;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.016;1296;Uva;Arizul;21/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;130,265;Litros;0,000;Hectareas;40,707;3,20;130,26;0,00;0,00;Total;9;0;Camino Truncado;17;17;3,20;21/12/2025;08:00:00;4/12/2025;17:00:00;0;0;0;5/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.172,212;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.017;1296;Uva;Flame;21/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;122,120;Litros;0,000;Hectareas;40,707;3,00;122,12;0,00;0,00;Total;9;0;Camino Truncado;4;4;3,00;21/12/2025;08:00:00;4/12/2025;17:00:00;0;0;0;5/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.098,943;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.018;1296;Uva;Arizul;21/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;97,696;Litros;0,000;Hectareas;40,707;2,40;97,69;0,00;0,00;Total;9;0;Camino Truncado;8;8;2,40;21/12/2025;08:00:00;4/12/2025;17:00:00;0;0;0;5/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;879,155;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.019;1296;Uva;Sultanina;21/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;109,908;Litros;0,000;Hectareas;40,707;2,70;109,90;0,00;0,00;Total;9;0;Camino Truncado;9;9;2,70;21/12/2025;08:00:00;4/12/2025;17:00:00;0;0;0;5/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;989,049;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.029;1142;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;62,160;Litros;0,000;Hectareas;41,440;1,50;62,15;0,00;0,00;Total;12;0;Camino Truncado;20;20;1,50;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;745,922;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.03;1142;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;107,744;Litros;0,000;Hectareas;41,440;2,60;107,74;0,00;0,00;Total;12;0;Camino Truncado;21;21;2,60;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.292,931;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.031;1142;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;58,016;Litros;0,000;Hectareas;41,440;1,40;58,01;0,00;0,00;Total;12;0;Camino Truncado;23;23;1,40;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;696,194;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.032;1142;Uva;Sultanina;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;124,320;Litros;0,000;Hectareas;41,440;3,00;124,31;0,00;0,00;Total;12;0;Camino Truncado;51;51;3,00;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.491,846;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.033;1142;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;74,592;Litros;0,000;Hectareas;41,440;1,80;74,59;0,00;0,00;Total;12;0;Camino Truncado;56;56;1,80;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;895,106;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.034;1142;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;33,152;Litros;0,000;Hectareas;41,440;0,80;33,15;0,00;0,00;Total;12;0;Camino Truncado;57;57;0,80;19/12/2025;23:00:00;20/12/2025;08:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;397,825;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.384;74384;Uva;Flame;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;599,953;Litros;0,000;Hectareas;116,950;5,13;599,95;0,00;0,00;Total;4;0;Puente Alto;2;2;5,13;20/12/2025;08:00:00;20/12/2025;05:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;2.400,120;Real;;;;;
