Predio;I.D. Faena;N� Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N� Autorizaci�?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N� Aplica Periodo.;N� aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. T̩rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentraci�?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador T̩cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;78.625;78625;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;61,000;Litros;0,000;Hectareas;0,000;1,42;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;2;2,85;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 72,5;;0;;0;69;5.548,000;Real;;;;;
El espejo;78.624;78624;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;68,000;Litros;0,000;Hectareas;0,000;1,57;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;1;3,13;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 80,9;;0;;0;69;6.094,000;Real;;;;;
El espejo;78.611;78611;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;207,000;Litros;0,000;Hectareas;0,000;4,83;0,00;0,00;0,00;Total;34;0;EEI;EEI 1;8;4,83;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 246,3;;0;;0;34;9.211,000;Real;;;;;
El espejo;78.61;78610;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;138,000;Litros;0,000;Hectareas;0,000;3,26;0,00;0,00;0,00;Total;34;0;EEI;EEI 1;7;6,01;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,2;;0;;0;68;11.191,000;Real;;;;;
El espejo;78.609;78609;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;60,000;Litros;0,000;Hectareas;0,000;1,42;0,00;0,00;0,00;Total;34;0;EEI;EEI 1;2;2,85;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,4;;0;;0;68;5.487,000;Real;;;;;
El espejo;78.608;78608;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;65,000;Litros;0,000;Hectareas;0,000;1,56;0,00;0,00;0,00;Total;34;0;EEI;EEI 1;1;3,13;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 77,3;;0;;0;68;6.026,000;Real;;;;;
El espejo;79.148;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;43,154;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;47;2,83;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 51,0;;0;;0;56;3.149,325;Real;;;;;
El espejo;79.147;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,658;Litros;0,000;Hectareas;0,000;3,65;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;44;3,65;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;56;4.061,844;Real;;;;;
El espejo;79.146;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,860;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;41;3,86;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,0;;0;;0;56;4.295,524;Real;;;;;
El espejo;79.145;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;61,910;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;38;4,06;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 74,0;;0;;0;56;4.518,107;Real;;;;;
El espejo;79.144;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;65,874;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;35;4,32;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 78,0;;0;;0;56;4.807,456;Real;;;;;
El espejo;79.143;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;69,233;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;32;4,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 83,2;;0;;0;56;5.052,505;Real;;;;;
El espejo;79.142;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;34,309;Litros;0,000;Hectareas;0,000;2,25;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;29;2,25;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 41,0;;0;;0;56;2.503,874;Real;;;;;
El espejo;79.141;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;30,497;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;25;2,00;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 36,0;;0;;0;56;2.225,660;Real;;;;;
El espejo;79.14;1477;Uva;Flame;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,505;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;24;3,64;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;56;4.050,705;Real;;;;;
El espejo;79.089;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,243;Litros;0,000;Hectareas;0,000;3,83;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 4;46;3,83;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,0;;0;;0;53;4.024,643;Real;;;;;
El espejo;79.088;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 4;43;4,23;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;53;4.444,955;Real;;;;;
El espejo;79.087;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 4;40;4,23;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;53;4.444,955;Real;;;;;
El espejo;79.086;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 3 B;37;4,26;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;53;4.476,059;Real;;;;;
El espejo;79.085;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 3 B;34;4,26;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;53;4.476,059;Real;;;;;
El espejo;79.084;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 3 B;31;4,26;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;53;4.476,059;Real;;;;;
El espejo;79.083;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,384;Litros;0,000;Hectareas;0,000;4,28;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 3 A;28;4,28;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,5;;0;;0;53;4.498,265;Real;;;;;
El espejo;79.082;1470;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,651;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;53;0;EEIII;EEIII 3 A;23;3,64;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,0;;0;;0;53;3.825,005;Real;;;;;
El espejo;79.029;1463;Uva;Selma;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;45;4,26;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;56;4.624,024;Real;;;;;
El espejo;79.028;1463;Uva;Selma;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;42;4,23;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;56;4.591,889;Real;;;;;
El espejo;79.027;1463;Uva;Selma;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 4;39;4,23;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;56;4.591,889;Real;;;;;
El espejo;79.026;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,783;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;36;4,32;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,2;;0;;0;56;4.689,459;Real;;;;;
El espejo;79.025;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;33;4,26;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;56;4.624,024;Real;;;;;
El espejo;79.024;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,779;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 B;30;4,32;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,0;;0;;0;56;4.689,402;Real;;;;;
El espejo;79.023;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,778;Litros;0,000;Hectareas;0,000;2,85;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;27;2,85;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 46,0;;0;;0;56;3.093,395;Real;;;;;
El espejo;79.022;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,097;Litros;0,000;Hectareas;0,000;2,80;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;26;2,80;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 45,0;;0;;0;56;3.039,471;Real;;;;;
El espejo;79.021;1463;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,527;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;56;0;EEIII;EEIII 3 A;22;3,64;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,0;;0;;0;56;3.951,447;Real;;;;;
El espejo;78.81;1430;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;4;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;56;7.618,677;Real;;;;;
El espejo;78.809;1430;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;3;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;56;7.618,654;Real;;;;;
El espejo;78.808;1430;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;2;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;56;7.618,624;Real;;;;;
El espejo;78.807;1430;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;57,935;Litros;0,000;Hectareas;0,000;3,43;0,00;0,00;0,00;Total;55;0;EEII;EEII 2;17;3,43;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;55;4.526,287;Real;;;;;
El espejo;78.806;1430;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;82,764;Litros;0,000;Hectareas;0,000;4,90;0,00;0,00;0,00;Total;55;0;EEII;EEII 2;16;4,90;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 98,0;;0;;0;55;6.467,551;Real;;;;;
El espejo;78.805;1430;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,579;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;1;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 112,8;;0;;0;56;7.618,682;Real;;;;;
El espejo;78.76;1423;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;52;0;EEII;EEII 1;8;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;52;6.277,960;Real;;;;;
El espejo;78.759;1423;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,913;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;52;0;EEII;EEII 1;7;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 106,5;;0;;0;52;6.277,986;Real;;;;;
El espejo;78.758;1423;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;52;0;EEII;EEII 1;6;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;52;6.277,971;Real;;;;;
El espejo;78.757;1423;Uva;Selma;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;52;0;EEII;EEII 1;5;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;52;6.277,941;Real;;;;;
El espejo;78.756;1423;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,620;Litros;0,000;Hectareas;0,000;3,19;0,00;0,00;0,00;Total;54;0;EEII;EEII 2;21;3,19;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,0;;0;;0;54;3.992,328;Real;;;;;
El espejo;78.755;1423;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;56,967;Litros;0,000;Hectareas;0,000;3,59;0,00;0,00;0,00;Total;54;0;EEII;EEII 2;19;3,59;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;54;4.492,092;Real;;;;;
El espejo;78.754;1423;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;54,587;Litros;0,000;Hectareas;0,000;3,44;0,00;0,00;0,00;Total;54;0;EEII;EEII 2;15;3,44;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,0;;0;;0;54;4.303,312;Real;;;;;
El espejo;78.753;1423;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;36,180;Litros;0,000;Hectareas;0,000;2,28;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;14;2,28;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 43,0;;0;;0;56;3.153,520;Real;;;;;
El espejo;78.74;1419;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,677;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;20;4,68;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,6;;0;;0;52;7.337,605;Real;;;;;
El espejo;78.739;1419;Uva;Fiesta;20/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48,323;Litros;0,000;Hectareas;0,000;2,12;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;18;2,12;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,0;;0;;0;52;3.323,810;Real;;;;;
El espejo;78.714;1410;Uva;Flame;20/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;54;0;EEII;EEII 1;9;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;54;10.417,750;Real;;;;;
El espejo;78.713;1410;Uva;Flame;20/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;54;0;EEII;EEII 1;12;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;54;10.417,750;Real;;;;;
El espejo;78.712;1410;Uva;Flame;20/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;54;0;EEII;EEII 1;11;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;54;10.417,750;Real;;;;;
El espejo;78.711;1410;Uva;Flame;20/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;54;0;EEII;EEII 1;10;5,54;20/1/2026;;20/1/2026;;0;0;0;21/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 165,5;;0;;0;54;10.417,750;Real;;;;;
El espejo;79.139;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;43,154;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 4;47;2,83;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 51,0;;0;;0;55;3.106,171;Real;;;;;
El espejo;79.138;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,658;Litros;0,000;Hectareas;0,000;3,65;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 4;44;3,65;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;55;4.006,186;Real;;;;;
El espejo;79.137;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,860;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 4;41;3,86;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,0;;0;;0;55;4.236,664;Real;;;;;
El espejo;79.136;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;61,910;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 B;38;4,06;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 74,0;;0;;0;55;4.456,197;Real;;;;;
El espejo;79.135;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;65,874;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 B;35;4,32;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 78,0;;0;;0;55;4.741,582;Real;;;;;
El espejo;79.134;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;69,233;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 B;32;4,54;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 83,2;;0;;0;55;4.983,272;Real;;;;;
El espejo;79.133;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;34,309;Litros;0,000;Hectareas;0,000;2,25;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 A;29;2,25;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 41,0;;0;;0;55;2.469,565;Real;;;;;
El espejo;79.132;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;30,497;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 A;25;2,00;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 36,0;;0;;0;55;2.195,163;Real;;;;;
El espejo;79.131;1476;Uva;Flame;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,505;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;55;0;EEIII;EEIII 3 A;24;3,64;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;55;3.995,200;Real;;;;;
El espejo;79.081;1469;Uva;Fiesta;19/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,243;Litros;0,000;Hectareas;0,000;3,83;0,00;0,00;0,00;Total;52;0;EEIII;EEIII 4;46;3,83;19/1/2026;;19/1/2026;;0;0;0;20/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,0;;0;;0;52;3.972,400;Real;;;;;
