Predio;I.D. Faena;N� Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N� Autorizaci�?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N� Aplica Periodo.;N� aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. T̩rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentraci�?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador T̩cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;78.772;1425;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,620;Litros;0,000;Hectareas;0,000;3,19;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;21;3,19;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,0;;0;;0;56;4.093,568;Real;;;;;
El espejo;78.771;1425;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;56,967;Litros;0,000;Hectareas;0,000;3,59;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;19;3,59;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;56;4.606,026;Real;;;;;
El espejo;78.77;1425;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;54,587;Litros;0,000;Hectareas;0,000;3,44;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;15;3,44;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,0;;0;;0;56;4.412,486;Real;;;;;
El espejo;78.769;1425;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;36,180;Litros;0,000;Hectareas;0,000;2,28;0,00;0,00;0,00;Total;58;0;EEII;EEII 2;14;2,28;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 43,0;;0;;0;58;3.225,880;Real;;;;;
El espejo;78.736;1417;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,677;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;20;4,68;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,6;;0;;0;52;7.337,605;Real;;;;;
El espejo;78.735;1417;Uva;Fiesta;22/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48,323;Litros;0,000;Hectareas;0,000;2,12;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;18;2,12;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,0;;0;;0;52;3.323,810;Real;;;;;
El espejo;78.722;1412;Uva;Flame;22/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;9;5,54;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;56;10.692,750;Real;;;;;
El espejo;78.721;1412;Uva;Flame;22/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;12;5,54;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;56;10.692,750;Real;;;;;
El espejo;78.72;1412;Uva;Flame;22/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;11;5,54;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;56;10.692,750;Real;;;;;
El espejo;78.719;1412;Uva;Flame;22/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;56;0;EEII;EEII 1;10;5,54;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 165,5;;0;;0;56;10.692,750;Real;;;;;
El espejo;79.157;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;43,154;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;47;2,83;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 51,0;;0;;0;57;3.192,479;Real;;;;;
El espejo;79.156;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,658;Litros;0,000;Hectareas;0,000;3,65;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;44;3,65;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;57;4.117,502;Real;;;;;
El espejo;79.155;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,860;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;41;3,86;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,0;;0;;0;57;4.354,384;Real;;;;;
El espejo;79.154;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;61,910;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;38;4,06;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 74,0;;0;;0;57;4.580,017;Real;;;;;
El espejo;79.153;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;65,874;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;35;4,32;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 78,0;;0;;0;57;4.873,330;Real;;;;;
El espejo;79.152;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;69,233;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;32;4,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 83,2;;0;;0;57;5.121,738;Real;;;;;
El espejo;79.151;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;34,309;Litros;0,000;Hectareas;0,000;2,25;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;29;2,25;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 41,0;;0;;0;57;2.538,183;Real;;;;;
El espejo;79.15;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;30,497;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;25;2,00;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 36,0;;0;;0;57;2.256,157;Real;;;;;
El espejo;79.149;1478;Uva;Flame;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;55,505;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;24;3,64;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 66,0;;0;;0;57;4.106,210;Real;;;;;
El espejo;79.097;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,243;Litros;0,000;Hectareas;0,000;3,83;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 4;46;3,83;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,0;;0;;0;54;4.076,886;Real;;;;;
El espejo;79.096;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 4;43;4,23;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;54;4.502,654;Real;;;;;
El espejo;79.095;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 4;40;4,23;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;54;4.502,654;Real;;;;;
El espejo;79.094;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 3 B;37;4,26;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;54;4.534,167;Real;;;;;
El espejo;79.093;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 3 B;34;4,26;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;54;4.534,167;Real;;;;;
El espejo;79.092;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 3 B;31;4,26;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;54;4.534,167;Real;;;;;
El espejo;79.091;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,384;Litros;0,000;Hectareas;0,000;4,28;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 3 A;28;4,28;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,5;;0;;0;54;4.556,649;Real;;;;;
El espejo;79.09;1471;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,651;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;54;0;EEIII;EEIII 3 A;23;3,64;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,0;;0;;0;54;3.874,656;Real;;;;;
El espejo;79.038;1464;Uva;Selma;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;45;4,26;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;57;4.681,987;Real;;;;;
El espejo;79.037;1464;Uva;Selma;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;42;4,23;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;57;4.649,444;Real;;;;;
El espejo;79.036;1464;Uva;Selma;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 4;39;4,23;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;57;4.649,444;Real;;;;;
El espejo;79.035;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,783;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;36;4,32;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,2;;0;;0;57;4.748,242;Real;;;;;
El espejo;79.034;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;33;4,26;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;57;4.681,987;Real;;;;;
El espejo;79.033;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,779;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 B;30;4,32;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,0;;0;;0;57;4.748,181;Real;;;;;
El espejo;79.032;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,778;Litros;0,000;Hectareas;0,000;2,85;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;27;2,85;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 46,0;;0;;0;57;3.132,173;Real;;;;;
El espejo;79.031;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,097;Litros;0,000;Hectareas;0,000;2,80;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;26;2,80;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 45,0;;0;;0;57;3.077,568;Real;;;;;
El espejo;79.03;1464;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,527;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;57;0;EEIII;EEIII 3 A;22;3,64;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,0;;0;;0;57;4.000,974;Real;;;;;
El espejo;78.816;1431;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;57;0;EEII;EEII 1;4;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;57;7.712,251;Real;;;;;
El espejo;78.815;1431;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;57;0;EEII;EEII 1;3;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;57;7.712,228;Real;;;;;
El espejo;78.814;1431;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;57;0;EEII;EEII 1;2;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,0;;0;;0;57;7.712,198;Real;;;;;
El espejo;78.813;1431;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;57,935;Litros;0,000;Hectareas;0,000;3,43;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;17;3,43;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;56;4.584,222;Real;;;;;
El espejo;78.812;1431;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;82,764;Litros;0,000;Hectareas;0,000;4,90;0,00;0,00;0,00;Total;56;0;EEII;EEII 2;16;4,90;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 98,0;;0;;0;56;6.550,315;Real;;;;;
El espejo;78.811;1431;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,579;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;57;0;EEII;EEII 1;1;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 112,8;;0;;0;57;7.712,261;Real;;;;;
El espejo;78.768;1424;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;53;0;EEII;EEII 1;8;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;53;6.365,871;Real;;;;;
El espejo;78.767;1424;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,913;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;53;0;EEII;EEII 1;7;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 106,5;;0;;0;53;6.365,899;Real;;;;;
El espejo;78.766;1424;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;53;0;EEII;EEII 1;6;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;53;6.365,882;Real;;;;;
El espejo;78.765;1424;Uva;Selma;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;53;0;EEII;EEII 1;5;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,0;;0;;0;53;6.365,852;Real;;;;;
El espejo;78.764;1424;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,620;Litros;0,000;Hectareas;0,000;3,19;0,00;0,00;0,00;Total;55;0;EEII;EEII 2;21;3,19;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,0;;0;;0;55;4.042,948;Real;;;;;
El espejo;78.763;1424;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;56,967;Litros;0,000;Hectareas;0,000;3,59;0,00;0,00;0,00;Total;55;0;EEII;EEII 2;19;3,59;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,0;;0;;0;55;4.549,059;Real;;;;;
El espejo;78.762;1424;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;54,587;Litros;0,000;Hectareas;0,000;3,44;0,00;0,00;0,00;Total;55;0;EEII;EEII 2;15;3,44;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,0;;0;;0;55;4.357,899;Real;;;;;
El espejo;78.761;1424;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;36,180;Litros;0,000;Hectareas;0,000;2,28;0,00;0,00;0,00;Total;57;0;EEII;EEII 2;14;2,28;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 43,0;;0;;0;57;3.189,700;Real;;;;;
El espejo;78.738;1418;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,677;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;20;4,68;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,6;;0;;0;52;7.337,605;Real;;;;;
El espejo;78.737;1418;Uva;Fiesta;21/1/2026;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48,323;Litros;0,000;Hectareas;0,000;2,12;0,00;0,00;0,00;Total;52;0;EEII;EEII 2;18;2,12;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,0;;0;;0;52;3.323,810;Real;;;;;
El espejo;78.718;1411;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;55;0;EEII;EEII 1;9;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;55;10.555,250;Real;;;;;
El espejo;78.717;1411;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;55;0;EEII;EEII 1;12;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;55;10.555,250;Real;;;;;
El espejo;78.716;1411;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;55;0;EEII;EEII 1;11;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,0;;0;;0;55;10.555,250;Real;;;;;
El espejo;78.715;1411;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;137,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;55;0;EEII;EEII 1;10;5,54;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 165,5;;0;;0;55;10.555,250;Real;;;;;
El espejo;78.632;78632;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;124,000;Litros;0,000;Hectareas;0,000;3,05;0,00;0,00;0,00;Total;21;0;EEI;EEI 2;14;5,11;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 147,5;;0;;0;35;5.723,000;Real;;;;;
El espejo;78.63;78630;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;76,000;Litros;0,000;Hectareas;0,000;1,86;0,00;0,00;0,00;Total;16;0;EEI;EEI 2;11;4,07;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;DOSIFICADOR;;;0;;;;;;;tomas;$ 90,4;;0;;0;35;3.468,000;Real;;;;;
El espejo;78.629;78629;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;110,000;Litros;0,000;Hectareas;0,000;2,74;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;7;6,01;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 130,9;;0;;0;69;11.301,000;Real;;;;;
El espejo;78.628;78628;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;160,000;Litros;0,000;Hectareas;0,000;3,95;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;4;6,31;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 190,4;;0;;0;70;12.116,000;Real;;;;;
El espejo;78.627;78627;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;290,000;Litros;0,000;Hectareas;0,000;6,73;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;9;6,73;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 345,1;;0;;0;35;13.512,000;Real;;;;;
El espejo;78.626;78626;Uva;Flame;21/1/2026;Envero/Cosecha;p-156;NUTRI 1075 M;;;;101,000;Litros;0,000;Hectareas;0,000;2,35;0,00;0,00;0,00;Total;35;0;EEI;EEI 1;4;6,31;21/1/2026;;21/1/2026;;0;0;0;22/1/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 120,1;;0;;0;69;11.956,000;Real;;;;;
