Predio;I.D. Faena;N° Orden;Cultivo;Fecha;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;Tipo Envase;Cantidad Envases;N° Lote Envase
56.328;56328;17/12/2024;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;203;Total;$ 0,00;;;17/12/2024;17/12/2024;s/C 483 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.104;56104;16/12/2024;EEIII;EEIII 3 A;23 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;NO USAR AF - 26;0;3.640;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.103;56103;16/12/2024;EEIII;EEIII 3 A;22 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;NO USAR AF - 26;0;3.640;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.083;56083;16/12/2024;EEIII;EEIII 4;42 - Ha:4.230, Pl:7055;Gral;4,23;APLICACIONES;NO USAR AF - 25;0;789;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.024;56024;16/12/2024;EEIII;EEIII 3 B;38 - Ha:4.060, Pl:6720;Uva;4,06;APLICACIONES;NO USAR AF - 25;0;1.218;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.023;56023;16/12/2024;EEIII;EEIII 3 B;37 - Ha:4.260, Pl:7055;Uva;4,26;APLICACIONES;NO USAR AF - 25;0;1.278;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.022;56022;16/12/2024;EEIII;EEIII 3 B;36 - Ha:4.320, Pl:7140;Uva;4,32;APLICACIONES;NO USAR AF - 25;0;1.296;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.021;56021;16/12/2024;EEIII;EEIII 3 B;35 - Ha:4.320, Pl:7147;Uva;4,32;APLICACIONES;NO USAR AF - 25;0;1.296;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.020;56020;16/12/2024;EEIII;EEIII 3 B;34 - Ha:4.260, Pl:7055;Uva;4,26;APLICACIONES;NO USAR AF - 25;0;1.278;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.017;56017;16/12/2024;EEIII;EEIII 3 B;33 - Ha:4.260, Pl:7056;Uva;4,26;APLICACIONES;NO USAR AF - 25;0;1.278;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.014;56014;16/12/2024;EEIII;EEIII 3 B;32 - Ha:4.540, Pl:7491;Uva;4,54;APLICACIONES;NO USAR AF - 25;0;1.362;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.010;56010;16/12/2024;EEIII;EEIII 3 B;31 - Ha:4.260, Pl:7055;Uva;4,26;APLICACIONES;NO USAR AF - 25;0;1.278;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.005;56005;16/12/2024;EEIII;EEIII 3 B;30 - Ha:4.320, Pl:7140;Uva;4,32;APLICACIONES;NO USAR AF - 25;0;1.296;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.998;55998;16/12/2024;EEIII;EEIII 3 A;29 - Ha:2.250, Pl:3739;Uva;2,25;APLICACIONES;NO USAR AF - 25;0;675;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.995;55995;16/12/2024;EEIII;EEIII 3 A;28 - Ha:4.280, Pl:7050;Uva;4,28;APLICACIONES;NO USAR AF - 25;0;1.284;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.993;55993;16/12/2024;EEIII;EEIII 3 A;27 - Ha:2.850, Pl:4648;Uva;2,85;APLICACIONES;NO USAR AF - 25;0;855;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.985;55985;16/12/2024;EEIII;EEIII 3 A;26 - Ha:2.800, Pl:4565;Uva;2,8;APLICACIONES;NO USAR AF - 25;0;840;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Pre-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.977;55977;16/12/2024;EEIII;EEIII 3 A;25 - Ha:2.000, Pl:3260;Uva;2;APLICACIONES;NO USAR AF - 25;0;600;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.886;55886;16/12/2024;EEIII;EEIII 3 A;24 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;NO USAR AF - 25;0;1.092;Total;$ 0,00;;;16/12/2024;16/12/2024;s/C 484 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.019;56019;14/12/2024;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;FERTILIZACION;0;211;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.018;56018;14/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;149;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.016;56016;14/12/2024;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;6,01;APLICACIONES;FERTILIZACION;0;221;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Trato;Confirmada;;;;;;;;;;;;;;;;;;
56.015;56015;14/12/2024;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;232;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.919;55919;14/12/2024;EEI;EEI 1;8 - Ha:4.830, Pl:10585;Uva;4,83;APLICACIONES;FERTILIZACION;0;389;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.918;55918;14/12/2024;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;6,01;APLICACIONES;FERTILIZACION;0;241;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.917;55917;14/12/2024;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;2,85;APLICACIONES;FERTILIZACION;0;171;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.916;55916;14/12/2024;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;69;Total;$ 0,00;;;14/12/2024;14/12/2024;s/C 486 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.007;56007;13/12/2024;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;FERTILIZACION;0;164;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Trato;Confirmada;;;;;;;;;;;;;;;;;;
56.006;56006;13/12/2024;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;FERTILIZACION;0;42;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.004;56004;13/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;75;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.003;56003;13/12/2024;EEI;EEI 2;10 - Ha:1.640, Pl:2685;Uva;1,64;APLICACIONES;FERTILIZACION;0;120;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.002;56002;13/12/2024;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;259;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.976;55976;13/12/2024;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;FERTILIZACION;0;126;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.975;55975;13/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;75;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.974;55974;13/12/2024;EEI;EEI 2;6 - Ha:2.030, Pl:4418;Uva;2,03;APLICACIONES;FERTILIZACION;0;149;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.973;55973;13/12/2024;EEI;EEI 2;5 - Ha:4.580, Pl:7494;Uva;4,58;APLICACIONES;FERTILIZACION;0;336;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.972;55972;13/12/2024;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;204;Total;$ 0,00;;;13/12/2024;13/12/2024;s/C 487 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.966;55966;12/12/2024;EEI;EEI 1;9 - Ha:6.730, Pl:14642;Uva;6,73;APLICACIONES;FERTILIZACION;0;538;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.965;55965;12/12/2024;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;252;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.964;55964;12/12/2024;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;2,85;APLICACIONES;FERTILIZACION;0;57;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.963;55963;12/12/2024;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;182;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.915;55915;12/12/2024;EEI;EEI 1;8 - Ha:4.830, Pl:10585;Uva;4,83;APLICACIONES;FERTILIZACION;0;389;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.914;55914;12/12/2024;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;6,01;APLICACIONES;FERTILIZACION;0;241;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.913;55913;12/12/2024;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;2,85;APLICACIONES;FERTILIZACION;0;171;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.912;55912;12/12/2024;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;69;Total;$ 0,00;;;12/12/2024;12/12/2024;s/C 488 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.013;56013;11/12/2024;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;FERTILIZACION;0;211;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.011;56011;11/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;149;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.009;56009;11/12/2024;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;6,01;APLICACIONES;FERTILIZACION;0;221;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.008;56008;11/12/2024;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;232;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.001;56001;11/12/2024;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;FERTILIZACION;0;42;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
56.000;56000;11/12/2024;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;FERTILIZACION;0;164;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.999;55999;11/12/2024;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;FERTILIZACION;0;42;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.997;55997;11/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;75;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.996;55996;11/12/2024;EEI;EEI 2;10 - Ha:1.640, Pl:2685;Uva;1,64;APLICACIONES;FERTILIZACION;0;120;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.994;55994;11/12/2024;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;259;Total;$ 0,00;;;11/12/2024;11/12/2024;s/C 489 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.971;55971;10/12/2024;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;FERTILIZACION;0;126;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.970;55970;10/12/2024;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;4,07;APLICACIONES;FERTILIZACION;0;75;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.969;55969;10/12/2024;EEI;EEI 2;6 - Ha:2.030, Pl:4418;Uva;2,03;APLICACIONES;FERTILIZACION;0;149;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.968;55968;10/12/2024;EEI;EEI 2;5 - Ha:4.580, Pl:7494;Uva;4,58;APLICACIONES;FERTILIZACION;0;336;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.967;55967;10/12/2024;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;204;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.911;55911;10/12/2024;EEI;EEI 1;8 - Ha:4.830, Pl:10585;Uva;4,83;APLICACIONES;FERTILIZACION;0;389;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.910;55910;10/12/2024;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;6,01;APLICACIONES;FERTILIZACION;0;241;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.909;55909;10/12/2024;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;2,85;APLICACIONES;FERTILIZACION;0;171;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.908;55908;10/12/2024;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;69;Total;$ 0,00;;;10/12/2024;10/12/2024;s/C 490 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.927;55927;9/12/2024;EEI;EEI 1;9 - Ha:6.730, Pl:14642;Uva;6,73;APLICACIONES;FERTILIZACION;0;538;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.926;55926;9/12/2024;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;6,31;APLICACIONES;FERTILIZACION;0;252;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.925;55925;9/12/2024;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;2,85;APLICACIONES;FERTILIZACION;0;57;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.924;55924;9/12/2024;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;182;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.803;55803;9/12/2024;EEII;EEII 2;21 - Ha:3.190, Pl:5211;Uva;3,19;APLICACIONES;NO USAR AF - 24;0;1.276;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.802;55802;9/12/2024;EEII;EEII 2;20 - Ha:4.680, Pl:7659;Uva;4,68;APLICACIONES;NO USAR AF - 24;0;1.872;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.801;55801;9/12/2024;EEII;EEII 2;19 - Ha:3.590, Pl:5867;Uva;3,59;APLICACIONES;NO USAR AF - 24;0;1.036;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.800;55800;9/12/2024;EEII;EEII 2;18 - Ha:2.120, Pl:3460;Uva;2,12;APLICACIONES;NO USAR AF - 24;0;848;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
55.799;55799;9/12/2024;EEII;EEII 2;17 - Ha:3.430, Pl:7544;Uva;3,43;APLICACIONES;NO USAR AF - 24;0;1.372;Total;$ 0,00;;;9/12/2024;9/12/2024;s/C 491 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;natalia;;natalia;Post-Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
