I.D. Faena;N° Orden;Fecha;Clasifica;Código;Cuartel/Potrero;Cultivo;Variedad;Faena;Labor;Total Faena;Realizada;Total Jornadas;Trabajador;Usuario Login;Usuario;Est.Fenologico;Forma Pago;Estado Faena
68.604;68604;30/10/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;AF - FLOR 1;$ 278.831,4;;0,38;;marcelow;javier;Flor;Trato+Día L.;Confirmada
68.591;;30/10/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.699,7;;0,64;;;juanpablo;;Día Lab.;Confirmada
68.59;;30/10/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.125,8;;0,60;;;juanpablo;;Día Lab.;Confirmada
68.589;;30/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 12.075,6;;1,02;;;juanpablo;;Día Lab.;Confirmada
68.588;;30/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 27.000,0;;1,50;;;juanpablo;;Día Lab.;Confirmada
68.769;68769;29/10/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;AF - FLOR 1;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.766;68766;29/10/2025;Camino Truncado;18;18 - Ha:2.100, Pl:3420;Uva;Arizul;APLICACIONES;AF - FLOR;$ 0,0;;0,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.596;68596;29/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.595;68595;29/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,25;;marcelow;javier;Flor;Día Lab.;Confirmada
68.594;68594;29/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.585;;29/10/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 33.172,9;;2,52;;;juanpablo;;Día Lab.;Confirmada
68.584;;29/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 19.903,7;;1,52;;;juanpablo;;Día Lab.;Confirmada
68.583;;29/10/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,6;;0,64;;;juanpablo;;Día Lab.;Confirmada
68.582;;29/10/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,6;;0,62;;;juanpablo;;Día Lab.;Confirmada
68.581;;29/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,9;;0,98;;;juanpablo;;Día Lab.;Confirmada
68.544;68544;29/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.521;68521;29/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.52;68520;29/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.768;68768;28/10/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;AF - FLOR;$ 28.031,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.765;68765;28/10/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.761;68761;28/10/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;AF - FLOR;$ 48.031,0;;2,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.577;;28/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 8.201,8;;0,68;;;juanpablo;;Día Lab.;Confirmada
68.576;;28/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 6.241,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
68.575;;28/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 12.458,2;;1,04;;;juanpablo;;Día Lab.;Confirmada
68.574;;28/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 17.956,6;;1,25;;;juanpablo;;Día Lab.;Confirmada
68.573;;28/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 35.913,3;;2,50;;;juanpablo;;Día Lab.;Confirmada
68.572;;28/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 17.956,6;;1,25;;;juanpablo;;Día Lab.;Confirmada
68.525;68525;28/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
68.514;68514;28/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.452;68452;28/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 278.831,4;;0,25;;marcelow;javier;Flor;Día Lab.;Confirmada
68.451;68451;28/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.274;68274;28/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.271;68271;28/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 278.831,4;;0,25;;marcelow;javier;Flor;Día Lab.;Confirmada
68.774;68774;27/10/2025;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.773;68773;27/10/2025;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;AF - FLOR;$ 28.031,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.771;68771;27/10/2025;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;AF - FLOR;$ 48.031,0;;2,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.77;68770;27/10/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;AF - FLOR 1;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.767;68767;27/10/2025;Camino Truncado;52;52 - Ha:2.000, Pl:3332;Uva;Arizul;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.224;68224;27/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 278.831,4;;0,50;;marcelow;javier;Flor;Día Lab.;Confirmada
68.223;68223;27/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - FLOR 1;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.184;;27/10/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
68.183;;27/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
68.182;;27/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
68.181;;27/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,4;;0,76;;;juanpablo;;Día Lab.;Confirmada
68.772;68772;26/10/2025;Camino Truncado;16;16 - Ha:3.330, Pl:4568;Uva;Fiesta;APLICACIONES;AF - FLOR 1;$ 18.750,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.762;68762;26/10/2025;Camino Truncado;14;14 - Ha:2.990, Pl:4098;Uva;Superior;APLICACIONES;AF - FLOR 1;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.775;68775;25/10/2025;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.704;68704;25/10/2025;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;AF - FLOR;$ 18.750,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.216;68216;25/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - FLOR;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.121;;25/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;;juanpablo;;Día Lab.;Confirmada
68.12;;25/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
68.119;;25/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 778,7;;0,38;;;juanpablo;;Día Lab.;Confirmada
68.118;;25/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 4.687,5;;0,25;;;juanpablo;;Día Lab.;Confirmada
68.117;;25/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 4.687,5;;0,25;;;juanpablo;;Día Lab.;Confirmada
68.116;;25/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 519,1;;0,25;;;juanpablo;;Día Lab.;Confirmada
68.115;;25/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;AF - FLOR;$ 1.557,5;;0,75;;;juanpablo;;Día Lab.;Confirmada
68.114;;25/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - FLOR;$ 519,1;;0,25;;;juanpablo;;Día Lab.;Confirmada
68.113;;25/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - FLOR;$ 14.062,5;;0,75;;;juanpablo;;Día Lab.;Confirmada
68.112;;25/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;;juanpablo;;Día Lab.;Confirmada
68.708;68708;24/10/2025;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.703;68703;24/10/2025;Camino Truncado;2;2 - Ha:4.080, Pl:8428;Uva;Flame;APLICACIONES;AF - FLOR;$ 18.750,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.45;68450;24/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.449;68449;24/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.446;68446;24/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.444;68444;24/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.729;68729;23/10/2025;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;AF - FLOR;$ 0,0;;0,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.71;68710;23/10/2025;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;AF - FLOR;$ 0,0;;0,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.709;68709;23/10/2025;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.707;68707;23/10/2025;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;AF - FLOR;$ 0,0;;1,00;;santiago;juancarlos;Flor;Trato;Confirmada
68.44;68440;23/10/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.107;;23/10/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.699,7;;0,64;;;juanpablo;;Día Lab.;Confirmada
68.106;;23/10/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.125,8;;0,60;;;juanpablo;;Día Lab.;Confirmada
68.105;;23/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 12.075,6;;1,02;;;juanpablo;;Día Lab.;Confirmada
68.104;;23/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 33.000,0;;2,00;;;juanpablo;;Día Lab.;Confirmada
68.103;;23/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 16.500,0;;1,00;;;juanpablo;;Día Lab.;Confirmada
68.102;;23/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 16.500,0;;1,00;;;juanpablo;;Día Lab.;Confirmada
68.7;68700;22/10/2025;Camino Truncado;5;5 - Ha:4.210, Pl:6731;Uva;Flame;APLICACIONES;AF - FLOR;$ 20.000,0;;1,00;;santiago;juancarlos;Flor;Día Lab.;Confirmada
68.448;68448;22/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.447;68447;22/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.445;68445;22/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.443;68443;22/10/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.442;68442;22/10/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
68.441;68441;22/10/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
67.902;;22/10/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,6;;0,64;;;juanpablo;;Día Lab.;Confirmada
67.901;;22/10/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,6;;0,62;;;juanpablo;;Día Lab.;Confirmada
67.9;;22/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,9;;0,98;;;juanpablo;;Día Lab.;Confirmada
67.896;;22/10/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;AF - FLOR;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
67.895;;22/10/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;AF - FLOR;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
67.894;;22/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;AF - FLOR;$ 519,1;;0,25;;;juanpablo;;Día Lab.;Confirmada
67.893;;22/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;;juanpablo;;Día Lab.;Confirmada
67.892;;22/10/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;AF - FLOR;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
67.891;;22/10/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;AF - FLOR;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
67.89;;21/10/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;;juanpablo;;Día Lab.;Confirmada
67.889;;21/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;AF - FLOR;$ 14.062,5;;0,75;;;juanpablo;;Día Lab.;Confirmada
67.888;;21/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 20.250,0;;1,14;;;juanpablo;;Día Lab.;Confirmada
67.887;;21/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 13.500,0;;0,75;;;juanpablo;;Día Lab.;Confirmada
67.886;;21/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 8.201,8;;0,68;;;juanpablo;;Día Lab.;Confirmada
67.885;;21/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 6.241,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
67.884;;21/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 12.458,2;;1,04;;;juanpablo;;Día Lab.;Confirmada
67.88;;21/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;AF - FLOR;$ 7.031,2;;0,38;;;juanpablo;;Día Lab.;Confirmada
67.879;;21/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;AF - FLOR;$ 11.718,7;;0,63;;marcelow;juanpablo;;Día Lab.;Confirmada
67.715;;20/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - FLOR;$ 7.500,0;;0,38;;;juanpablo;;Día Lab.;Confirmada
67.714;;20/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;AF - FLOR;$ 12.500,0;;0,63;;marcelow;juanpablo;;Día Lab.;Confirmada
67.713;;20/10/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
67.712;;20/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
67.711;;20/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
67.71;;20/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,4;;0,76;;;juanpablo;;Día Lab.;Confirmada
67.706;;20/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 20.250,0;;1,14;;;juanpablo;;Día Lab.;Confirmada
67.705;;20/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;HERBICIDA MOCHILA;$ 33.750,0;;1,89;;;juanpablo;;Día Lab.;Confirmada
67.704;;20/10/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 6.992,7;;0,32;;;juanpablo;;Día Lab.;Confirmada
67.703;;20/10/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 6.471,5;;0,30;;;juanpablo;;Día Lab.;Confirmada
67.702;;20/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 10.966,8;;0,51;;;juanpablo;;Día Lab.;Confirmada
67.701;;20/10/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 708,7;;0,32;;;juanpablo;;Día Lab.;Confirmada
67.7;;20/10/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 684,6;;0,31;;;juanpablo;;Día Lab.;Confirmada
67.699;;20/10/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 1.075,1;;0,49;;;juanpablo;;Día Lab.;Confirmada
67.585;;20/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;AF - FLOR;$ 10.000,0;;0,50;;marcelow;juanpablo;;Día Lab.;Confirmada
67.584;;20/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;AF - FLOR;$ 10.000,0;;0,50;;marcelow;juanpablo;;Día Lab.;Confirmada
67.583;;20/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;marcelow;juanpablo;;Día Lab.;Confirmada
67.582;;20/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;AF - FLOR;$ 9.375,0;;0,50;;marcelow;juanpablo;;Día Lab.;Confirmada
67.581;;20/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 1.038,3;;0,50;;;juanpablo;;Día Lab.;Confirmada
67.58;;20/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - FLOR;$ 1.038,3;;0,50;;;juanpablo;;Día Lab.;Confirmada
67.579;;20/10/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 7.448,7;;0,34;;;juanpablo;;Día Lab.;Confirmada
67.578;;20/10/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.668,0;;0,26;;;juanpablo;;Día Lab.;Confirmada
67.577;;20/10/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.314,2;;0,52;;;juanpablo;;Día Lab.;Confirmada
67.576;;20/10/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 634,1;;0,29;;;juanpablo;;Día Lab.;Confirmada
67.575;;20/10/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 498,1;;0,23;;;juanpablo;;Día Lab.;Confirmada
67.574;;20/10/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 498,1;;0,23;;;juanpablo;;Día Lab.;Confirmada
67.573;;20/10/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 838,2;;0,38;;;juanpablo;;Día Lab.;Confirmada
67.549;67549;18/10/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
67.548;67548;18/10/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;marcelow;javier;Flor;Día Lab.;Confirmada
67.928;67928;17/10/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;HERBICIDA MOCHILA;$ 141.990,9;;7,00;;marcelow;juancarlos;;Día Lab.;Confirmada
67.927;67927;16/10/2025;Camino Truncado;15;15 - Ha:3.140, Pl:6503;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 62.000,0;;3,00;;marcelow;juancarlos;Preflor;Día Lab.;Confirmada
67.926;67926;16/10/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 81.707,7;;3,00;;marcelow;juancarlos;Preflor;Día Lab.;Confirmada
67.523;;16/10/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;HERBICIDA MOCHILA;$ 8.351,6;;1,14;;;juanpablo;;Día Lab.;Confirmada
67.429;67429;16/10/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;marcelow;javier;G. 8-10 mm;Día Lab.;Confirmada
67.428;67428;16/10/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;marcelow;javier;;Día Lab.;Confirmada
