I.D. Faena;N° Orden;Fecha;Clasifica;Código;Cuartel/Potrero;Cultivo;Variedad;Faena;Labor;Total Faena;Realizada;Total Jornadas;Trabajador;Usuario Login;Usuario;Est.Fenologico;Forma Pago;Estado Faena
71.716;1032;3/12/2025;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.450,0;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.715;1032;3/12/2025;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.100,0;;0,14;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.473;;3/12/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 12.750,0;;0,75;;;juanpablo;;Día Lab.;Confirmada
71.472;;3/12/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 38.250,0;;2,25;;;juanpablo;;Día Lab.;Confirmada
72.257;1079;2/12/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.256;1079;2/12/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 2.437,5;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.255;1079;2/12/2025;Camino Truncado;52;52 - Ha:2.000, Pl:3332;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.312,5;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.254;1079;2/12/2025;Camino Truncado;19;19 - Ha:1.300, Pl:2166;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 2.812,5;;0,15;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.253;1079;2/12/2025;Camino Truncado;18;18 - Ha:2.100, Pl:3420;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.687,5;;0,25;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.252;1078;2/12/2025;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.350,0;;0,09;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.251;1078;2/12/2025;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.150,0;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.25;1078;2/12/2025;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.300,0;;0,22;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.249;1078;2/12/2025;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.350,0;;0,29;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.248;1078;2/12/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 2.850,0;;0,19;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.809;71809;2/12/2025;Puente Alto;7;7 - Ha:1.150, Pl:2450;Uva;Selma;APLICACIONES;AF - PRECOSECHA;$ 0,0;;0,00;;marcelow;javier;Pre-Cosecha;Día Lab.;Confirmada
71.587;1013;2/12/2025;Camino Truncado;15;15 - Ha:3.140, Pl:6503;Uva;Arizul;APLICACIONES;AF - PRE-ENVERO;$ 0,0;;0,73;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.586;1013;2/12/2025;Camino Truncado;13;13 - Ha:1.730, Pl:3267;Uva;Arizul;APLICACIONES;AF - PRE-ENVERO;$ 0,0;;0,40;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.469;;2/12/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;HERBICIDA MOCHILA;$ 17.076,7;;2,00;;;juanpablo;;Día Lab.;Confirmada
71.465;;2/12/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - PRECOSECHA;$ 2.076,7;;1,00;;;juanpablo;;Día Lab.;Confirmada
71.208;;2/12/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - PRECOSECHA;$ 18.750,0;;1,00;;;juanpablo;;Día Lab.;Confirmada
71.207;;2/12/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 11.718,8;;0,63;;;juanpablo;;Día Lab.;Confirmada
71.206;;2/12/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 7.031,2;;0,38;;;juanpablo;;Día Lab.;Confirmada
71.205;;2/12/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 519,1;;0,25;;;juanpablo;;Día Lab.;Confirmada
71.204;;2/12/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 519,1;;0,25;;;juanpablo;;Día Lab.;Confirmada
71.203;;2/12/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 778,7;;0,38;;;juanpablo;;Día Lab.;Confirmada
71.202;;2/12/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;AF - ENVERO;$ 1.297,9;;0,63;;;juanpablo;;Día Lab.;Confirmada
72.247;1077;1/12/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.246;1077;1/12/2025;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.937,5;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.245;1077;1/12/2025;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 5.062,5;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
72.244;1077;1/12/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 5.250,0;;0,28;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.808;71808;1/12/2025;Puente Alto;7;7 - Ha:1.150, Pl:2450;Uva;Selma;APLICACIONES;AF - PRECOSECHA;$ 0,0;;0,00;;marcelow;javier;Pre-Cosecha;Día Lab.;Confirmada
71.714;1031;1/12/2025;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.050,0;;0,07;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.713;1031;1/12/2025;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.400,0;;0,16;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.712;1031;1/12/2025;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 4.050,0;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.711;1031;1/12/2025;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.950,0;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.71;1031;1/12/2025;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.450,0;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.709;1031;1/12/2025;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.100,0;;0,14;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.584;1012;1/12/2025;Camino Truncado;2;2 - Ha:4.080, Pl:8428;Uva;Flame;APLICACIONES;AF - PRE-ENVERO;$ 0,0;;0,00;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.583;1012;1/12/2025;Camino Truncado;13;13 - Ha:1.730, Pl:3267;Uva;Arizul;APLICACIONES;AF - PRE-ENVERO;$ 0,0;;0,00;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.708;1030;30/11/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.707;1030;30/11/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 1.950,0;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.706;1030;30/11/2025;Camino Truncado;52;52 - Ha:2.000, Pl:3332;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.450,0;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.705;1030;30/11/2025;Camino Truncado;19;19 - Ha:1.300, Pl:2166;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 2.250,0;;0,15;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.704;1030;30/11/2025;Camino Truncado;18;18 - Ha:2.100, Pl:3420;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.750,0;;0,25;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.637;1019;30/11/2025;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.687,5;;0,09;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.636;1019;30/11/2025;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.937,5;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.635;1019;30/11/2025;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.125,0;;0,22;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.634;1019;30/11/2025;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 5.437,5;;0,29;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.633;1019;30/11/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.562,5;;0,19;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.807;71807;29/11/2025;Puente Alto;1;1 - Ha:4.680, Pl:6302;Uva;Selma;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.803;71803;29/11/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.693;1027;29/11/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.692;1027;29/11/2025;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.150,0;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.691;1027;29/11/2025;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.050,0;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.69;1027;29/11/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.200,0;;0,28;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.649;1021;29/11/2025;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.312,5;;0,07;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.648;1021;29/11/2025;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.000,0;;0,16;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.647;1021;29/11/2025;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.062,5;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.646;1021;29/11/2025;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.437,5;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.645;1021;29/11/2025;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.312,5;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.644;1021;29/11/2025;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.625,0;;0,14;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.539;71539;29/11/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.538;71538;29/11/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.806;71806;28/11/2025;Puente Alto;1;1 - Ha:4.680, Pl:6302;Uva;Selma;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.802;71802;28/11/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.703;1029;28/11/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.702;1029;28/11/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 1.950,0;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.701;1029;28/11/2025;Camino Truncado;52;52 - Ha:2.000, Pl:3332;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.450,0;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.7;1029;28/11/2025;Camino Truncado;19;19 - Ha:1.300, Pl:2166;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 2.250,0;;0,15;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.699;1029;28/11/2025;Camino Truncado;18;18 - Ha:2.100, Pl:3420;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.750,0;;0,25;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.632;1018;28/11/2025;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.687,5;;0,09;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.631;1018;28/11/2025;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.937,5;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.63;1018;28/11/2025;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.125,0;;0,22;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.629;1018;28/11/2025;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 5.437,5;;0,29;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.628;1018;28/11/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 3.562,5;;0,19;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.575;1011;28/11/2025;Camino Truncado;16;16 - Ha:3.330, Pl:4568;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;2,34;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.574;1011;28/11/2025;Camino Truncado;12;12 - Ha:2.540, Pl:5244;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,80;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.573;1011;28/11/2025;Camino Truncado;11;11 - Ha:2.580, Pl:5332;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;1,86;;marcelow;juancarlos;Flor/Envero;Día Lab.;Confirmada
71.689;1026;27/11/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.688;1026;27/11/2025;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.150,0;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.687;1026;27/11/2025;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.050,0;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.686;1026;27/11/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.200,0;;0,28;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.19;;27/11/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 6.993,0;;0,32;;;juanpablo;;Día Lab.;Confirmada
71.189;;27/11/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 6.471,8;;0,30;;;juanpablo;;Día Lab.;Confirmada
71.188;;27/11/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 10.967,3;;0,51;;;juanpablo;;Día Lab.;Confirmada
71.061;71061;27/11/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.06;71060;27/11/2025;Puente Alto;1;1 - Ha:4.680, Pl:6302;Uva;Selma;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
71.698;1028;26/11/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.697;1028;26/11/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 1.950,0;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.696;1028;26/11/2025;Camino Truncado;52;52 - Ha:2.000, Pl:3332;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.450,0;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.695;1028;26/11/2025;Camino Truncado;19;19 - Ha:1.300, Pl:2166;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 2.250,0;;0,15;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.694;1028;26/11/2025;Camino Truncado;18;18 - Ha:2.100, Pl:3420;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.750,0;;0,25;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.627;1017;26/11/2025;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,09;;marcelow;;;Trato;Confirmada
71.626;1017;26/11/2025;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,21;;marcelow;;;Trato;Confirmada
71.625;1017;26/11/2025;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,22;;marcelow;;;Trato;Confirmada
71.624;1017;26/11/2025;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,29;;marcelow;;;Trato;Confirmada
71.623;1017;26/11/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,19;;marcelow;;;Trato;Confirmada
71.058;71058;26/11/2025;Puente Alto;1;1 - Ha:4.680, Pl:6302;Uva;Selma;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
70.976;;26/11/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.014,7;;0,32;;;juanpablo;;Día Lab.;Confirmada
70.975;;26/11/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 6.775,8;;0,31;;;juanpablo;;Día Lab.;Confirmada
70.974;;26/11/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 10.641,5;;0,49;;;juanpablo;;Día Lab.;Confirmada
70.969;;26/11/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 752,9;;0,34;;;juanpablo;;Día Lab.;Confirmada
70.968;;26/11/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 572,9;;0,26;;;juanpablo;;Día Lab.;Confirmada
70.967;;26/11/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 1.143,7;;0,52;;;juanpablo;;Día Lab.;Confirmada
70.956;;26/11/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - ENVERO;$ 18.750,0;;1,00;;;juanpablo;;Día Lab.;Confirmada
70.955;;26/11/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;AF - ENVERO;$ 1.038,4;;0,50;;;juanpablo;;Día Lab.;Confirmada
70.954;;26/11/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 1.038,3;;0,50;;;juanpablo;;Día Lab.;Confirmada
70.953;;26/11/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 1.038,3;;0,50;;;juanpablo;;Día Lab.;Confirmada
70.952;;26/11/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;AF - ENVERO;$ 14.062,5;;0,75;;;juanpablo;;Día Lab.;Confirmada
70.951;;26/11/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;AF - ENVERO;$ 4.687,5;;0,25;;;juanpablo;;Día Lab.;Confirmada
71.685;1025;25/11/2025;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 3.600,0;;0,24;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.684;1025;25/11/2025;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 3.150,0;;0,21;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.683;1025;25/11/2025;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.050,0;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.682;1025;25/11/2025;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.200,0;;0,28;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.643;1020;25/11/2025;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.312,5;;0,07;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.642;1020;25/11/2025;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.000,0;;0,16;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.641;1020;25/11/2025;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.062,5;;0,27;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.64;1020;25/11/2025;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.437,5;;0,13;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.639;1020;25/11/2025;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.312,5;;0,23;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.638;1020;25/11/2025;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.625,0;;0,14;;marcelow;;Flor/Envero;Día Lab.;Confirmada
71.056;71056;25/11/2025;Puente Alto;7;7 - Ha:1.150, Pl:2450;Uva;Selma;APLICACIONES;AF - ENVERO;$ 0,0;;0,00;;marcelow;javier;Flor/Envero;Día Lab.;Confirmada
70.663;;25/11/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.276,3;;0,29;;;juanpablo;;Día Lab.;Confirmada
70.662;;25/11/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 4.929,8;;0,23;;;juanpablo;;Día Lab.;Confirmada
70.661;;25/11/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 4.929,8;;0,23;;;juanpablo;;Día Lab.;Confirmada
70.66;;25/11/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 8.296,0;;0,38;;;juanpablo;;Día Lab.;Confirmada
70.659;;25/11/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 706,8;;0,32;;;juanpablo;;Día Lab.;Confirmada
70.658;;25/11/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 654,1;;0,30;;;juanpablo;;Día Lab.;Confirmada
70.657;;25/11/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 1.108,5;;0,51;;;juanpablo;;Día Lab.;Confirmada
70.656;;25/11/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.014,7;;0,32;;;juanpablo;;Día Lab.;Confirmada
70.655;;25/11/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 6.775,8;;0,31;;;juanpablo;;Día Lab.;Confirmada
